"Date","Price","Open","High","Low","Vol.","Change %"
"08/20/2020","27,739.73","27,622.68","27,781.46","27,526.25","306.05M","0.17%"
"08/19/2020","27,692.88","27,811.26","27,920.42","27,647.67","312.95M","-0.31%"
"08/18/2020","27,778.07","27,853.48","27,891.12","27,668.79","277.12M","-0.24%"
"08/17/2020","27,844.91","27,970.05","27,999.81","27,816.40","291.99M","-0.31%"
"08/14/2020","27,931.02","27,828.93","27,977.81","27,759.39","276.73M","0.12%"
"08/13/2020","27,896.72","27,922.51","27,986.10","27,789.78","364.41M","-0.29%"
"08/12/2020","27,976.84","27,860.24","28,043.89","27,843.32","342.07M","1.05%"
"08/11/2020","27,686.91","27,961.64","28,154.88","27,624.51","430.09M","-0.38%"
"08/10/2020","27,791.44","27,488.21","27,803.86","27,488.21","362.50M","1.30%"
"08/07/2020","27,433.48","27,321.68","27,456.24","27,223.55","324.93M","0.17%"
"08/06/2020","27,386.98","27,170.82","27,394.10","27,145.25","323.72M","0.68%"
"08/05/2020","27,201.52","26,924.78","27,221.67","26,924.78","369.98M","1.39%"
"08/04/2020","26,828.47","26,664.61","26,832.72","26,597.82","355.46M","0.62%"
"08/03/2020","26,664.40","26,542.32","26,707.26","26,534.38","439.38M","0.89%"
"07/31/2020","26,428.32","26,409.33","26,440.02","26,013.59","491.37M","0.44%"
"07/30/2020","26,313.65","26,367.42","26,374.93","25,992.28","358.29M","-0.85%"
"07/29/2020","26,539.57","26,388.44","26,602.45","26,375.39","347.58M","0.61%"
"07/28/2020","26,379.28","26,529.45","26,556.84","26,361.71","362.40M","-0.77%"
"07/27/2020","26,584.77","26,447.67","26,625.46","26,426.92","400.93M","0.43%"
"07/24/2020","26,469.89","26,533.41","26,625.70","26,402.86","497.97M","-0.68%"
"07/23/2020","26,652.33","26,955.97","26,973.85","26,560.04","426.56M","-1.31%"
"07/22/2020","27,005.84","26,824.56","27,035.24","26,794.19","410.82M","0.62%"
"07/21/2020","26,840.40","26,833.14","27,025.38","26,766.22","367.24M","0.60%"
"07/20/2020","26,680.87","26,660.29","26,765.02","26,504.20","312.07M","0.03%"
"07/17/2020","26,671.95","26,774.62","26,808.43","26,619.88","300.52M","-0.23%"
"07/16/2020","26,734.71","26,746.57","26,879.16","26,590.01","288.04M","-0.50%"
"07/15/2020","26,870.10","27,009.81","27,071.33","26,692.48","388.26M","0.85%"
"07/14/2020","26,642.59","26,044.17","26,690.52","25,994.98","407.34M","2.13%"
"07/13/2020","26,085.80","26,225.07","26,639.09","26,044.23","428.57M","0.04%"
"07/10/2020","26,075.30","25,690.35","26,101.32","25,637.50","337.36M","1.44%"
"07/09/2020","25,706.09","26,094.92","26,103.28","25,523.51","389.18M","-1.39%"
"07/08/2020","26,067.28","25,950.06","26,109.49","25,816.25","337.30M","0.68%"
"07/07/2020","25,890.18","26,172.01","26,174.93","25,866.58","349.00M","-1.51%"
"07/06/2020","26,287.03","25,996.08","26,297.53","25,996.08","342.26M","1.78%"
"07/02/2020","25,827.36","25,936.45","26,204.41","25,778.12","350.29M","0.36%"
"07/01/2020","25,734.97","25,879.38","26,019.31","25,713.61","373.98M","-0.30%"
"06/30/2020","25,812.88","25,512.43","25,905.38","25,475.14","412.69M","0.85%"
"06/29/2020","25,595.80","25,152.45","25,601.15","25,096.16","385.13M","2.32%"
"06/26/2020","25,015.55","25,641.69","25,641.69","24,971.03","676.18M","-2.84%"
"06/25/2020","25,745.60","25,365.22","25,769.61","25,209.79","388.07M","1.18%"
"06/24/2020","25,445.94","25,992.96","25,992.96","25,296.73","452.53M","-2.72%"
"06/23/2020","26,156.10","26,159.39","26,314.97","26,105.97","392.16M","0.50%"
"06/22/2020","26,024.96","25,865.08","26,059.81","25,667.68","353.01M","0.59%"
"06/19/2020","25,871.46","26,213.10","26,451.44","25,759.66","681.89M","-0.80%"
"06/18/2020","26,080.10","26,016.45","26,154.20","25,848.53","330.07M","-0.15%"
"06/17/2020","26,119.61","26,330.52","26,400.07","26,068.41","330.57M","-0.65%"
"06/16/2020","26,289.98","26,326.68","26,611.03","25,811.70","493.36M","2.04%"
"06/15/2020","25,763.16","25,270.39","25,891.58","24,843.18","463.13M","0.62%"
"06/12/2020","25,605.54","25,659.42","25,965.55","25,078.41","521.19M","1.90%"
"06/11/2020","25,128.17","26,282.51","26,294.08","25,082.72","651.47M","-6.90%"
"06/10/2020","26,989.99","27,251.89","27,355.22","26,938.05","449.99M","-1.04%"
"06/09/2020","27,272.30","27,447.37","27,447.37","27,151.06","388.25M","-1.09%"
"06/08/2020","27,572.44","27,232.93","27,580.21","27,232.48","433.34M","1.70%"
"06/05/2020","27,110.98","26,836.80","27,338.30","26,836.80","544.41M","3.15%"
"06/04/2020","26,281.82","26,226.49","26,384.10","26,082.31","375.55M","0.05%"
"06/03/2020","26,269.89","25,906.88","26,337.75","25,906.88","401.27M","2.05%"
"06/02/2020","25,742.65","25,582.52","25,743.13","25,523.74","355.24M","1.05%"
"06/01/2020","25,475.02","25,342.99","25,508.83","25,220.66","341.22M","0.36%"
"05/29/2020","25,383.11","25,324.15","25,482.80","25,031.67","545.14M","-0.07%"
"05/28/2020","25,400.64","25,697.36","25,758.79","25,358.73","378.40M","-0.58%"
"05/27/2020","25,548.27","25,298.63","25,551.56","25,009.87","420.36M","2.21%"
"05/26/2020","24,995.11","24,781.84","25,176.42","24,781.84","426.29M","2.17%"
"05/22/2020","24,465.16","24,461.98","24,481.64","24,294.07","255.66M","-0.04%"
"05/21/2020","24,474.12","24,564.27","24,718.46","24,370.88","348.84M","-0.41%"
"05/20/2020","24,575.90","24,455.94","24,649.48","24,455.94","371.93M","1.52%"
"05/19/2020","24,206.86","24,577.48","24,599.50","24,202.96","376.92M","-1.59%"
"05/18/2020","24,597.37","24,059.98","24,708.54","24,059.98","484.19M","3.85%"
"05/15/2020","23,685.42","23,454.83","23,730.08","23,354.15","495.18M","0.25%"
"05/14/2020","23,625.34","23,049.06","23,630.86","22,789.62","476.98M","1.62%"
"05/13/2020","23,247.97","23,702.16","23,708.90","23,067.64","473.32M","-2.17%"
"05/12/2020","23,764.78","24,292.84","24,382.09","23,761.58","361.56M","-1.89%"
"05/11/2020","24,221.99","24,256.45","24,366.21","24,070.22","356.51M","-0.45%"
"05/08/2020","24,331.32","24,107.82","24,349.90","24,107.05","337.34M","1.91%"
"05/07/2020","23,875.89","23,837.21","24,094.62","23,834.39","371.68M","0.89%"
"05/06/2020","23,664.64","23,978.88","24,054.59","23,661.14","379.91M","-0.91%"
"05/05/2020","23,883.09","23,958.88","24,169.72","23,868.91","374.49M","0.56%"
"05/04/2020","23,749.76","23,581.55","23,769.56","23,361.16","358.39M","0.11%"
"05/01/2020","23,723.69","24,120.78","24,120.78","23,645.30","421.59M","-2.55%"
"04/30/2020","24,345.72","24,585.57","24,585.57","24,186.90","487.84M","-1.17%"
"04/29/2020","24,633.86","24,490.37","24,764.77","24,453.99","462.48M","2.21%"
"04/28/2020","24,101.55","24,357.17","24,512.24","24,031.20","405.71M","-0.13%"
"04/27/2020","24,133.78","23,866.15","24,207.65","23,840.61","391.02M","1.51%"
"04/24/2020","23,775.27","23,628.24","23,826.00","23,417.68","379.31M","1.11%"
"04/23/2020","23,515.26","23,543.09","23,885.36","23,483.35","393.57M","0.17%"
"04/22/2020","23,475.82","23,437.34","23,613.10","23,339.60","356.39M","1.99%"
"04/21/2020","23,018.88","23,365.25","23,365.25","22,941.88","487.65M","-2.67%"
"04/20/2020","23,650.44","24,095.10","24,108.69","23,627.19","427.35M","-2.44%"
"04/17/2020","24,242.49","23,817.15","24,264.21","23,817.15","530.28M","2.99%"
"04/16/2020","23,537.68","23,543.66","23,598.08","23,211.38","478.62M","0.14%"
"04/15/2020","23,504.35","23,600.72","23,649.72","23,233.32","442.15M","-1.86%"
"04/14/2020","23,949.76","23,690.57","24,040.58","23,683.44","487.96M","2.39%"
"04/13/2020","23,390.77","23,698.93","23,698.93","23,095.35","396.56M","-1.39%"
"04/09/2020","23,719.37","23,690.66","24,008.99","23,504.09","568.72M","1.22%"
"04/08/2020","23,433.57","22,893.47","23,513.40","22,682.99","476.09M","3.44%"
"04/07/2020","22,653.86","23,537.44","23,617.24","22,634.45","595.87M","-0.12%"
"04/06/2020","22,679.99","21,693.63","22,783.45","21,693.63","614.20M","7.73%"
"04/03/2020","21,052.53","21,285.93","21,447.81","20,863.09","451.62M","-1.69%"
"04/02/2020","21,413.44","20,819.46","21,477.77","20,735.02","534.67M","2.24%"
"04/01/2020","20,943.51","21,227.38","21,487.24","20,784.43","508.31M","-4.44%"
"03/31/2020","21,917.16","22,208.42","22,480.37","21,852.08","573.59M","-1.84%"
"03/30/2020","22,327.48","21,678.22","22,378.09","21,522.08","546.85M","3.19%"
"03/27/2020","21,636.78","21,898.47","22,327.57","21,469.27","591.33M","-4.06%"
"03/26/2020","22,552.17","21,468.38","22,595.06","21,427.10","713.73M","6.38%"
"03/25/2020","21,200.55","21,050.34","22,019.93","20,538.34","803.31M","2.39%"
"03/24/2020","20,704.91","19,722.19","20,737.70","19,649.25","808.47M","11.37%"
"03/23/2020","18,591.93","19,028.36","19,121.01","18,213.65","801.24M","-3.04%"
"03/20/2020","19,173.98","20,253.15","20,531.26","19,094.27","872.29M","-4.55%"
"03/19/2020","20,087.19","19,830.01","20,442.63","19,177.13","795.80M","0.95%"
"03/18/2020","19,898.92","20,188.69","20,489.33","18,917.46","874.09M","-6.30%"
"03/17/2020","21,237.38","20,487.05","21,379.35","19,882.26","795.84M","5.20%"
"03/16/2020","20,188.52","20,917.53","21,768.28","20,116.46","775.91M","-12.93%"
"03/13/2020","23,185.62","21,973.82","23,189.76","21,285.37","843.08M","9.36%"
"03/12/2020","21,200.62","22,184.71","22,837.95","21,154.46","911.77M","-9.99%"
"03/11/2020","23,553.22","24,604.63","24,604.63","23,328.32","663.96M","-5.86%"
"03/10/2020","25,018.16","24,453.00","25,020.99","23,690.34","654.86M","4.89%"
"03/09/2020","23,851.02","24,992.36","24,992.36","23,706.07","750.43M","-7.79%"
"03/06/2020","25,864.78","25,457.21","25,994.38","25,226.62","601.01M","-0.98%"
"03/05/2020","26,121.28","26,671.92","26,671.92","25,943.33","477.37M","-3.58%"
"03/04/2020","27,090.86","26,383.68","27,102.34","26,286.31","457.59M","4.53%"
"03/03/2020","25,917.41","26,762.47","27,084.59","25,706.28","647.08M","-2.94%"
"03/02/2020","26,703.32","25,590.51","26,706.17","25,391.96","637.20M","5.09%"
"02/28/2020","25,409.36","25,270.83","25,494.24","24,681.01","922.68M","-1.39%"
"02/27/2020","25,766.64","26,526.00","26,775.31","25,752.82","670.37M","-4.42%"
"02/26/2020","26,957.59","27,159.46","27,542.78","26,890.97","477.57M","-0.46%"
"02/25/2020","27,081.36","28,037.65","28,149.20","26,997.62","513.27M","-3.15%"
"02/24/2020","27,960.80","28,402.93","28,402.93","27,912.44","458.71M","-3.56%"
"02/21/2020","28,992.41","29,146.53","29,146.53","28,892.70","313.44M","-0.78%"
"02/20/2020","29,219.98","29,296.25","29,368.45","28,959.65","289.07M","-0.44%"
"02/19/2020","29,348.03","29,312.70","29,409.09","29,274.38","242.65M","0.40%"
"02/18/2020","29,232.19","29,282.78","29,330.16","29,116.81","264.16M","-0.56%"
"02/14/2020","29,398.08","29,440.47","29,463.04","29,283.18","232.55M","-0.09%"
"02/13/2020","29,423.31","29,436.03","29,535.40","29,345.93","294.36M","-0.43%"
"02/12/2020","29,551.42","29,406.75","29,568.57","29,406.75","309.53M","0.94%"
"02/11/2020","29,276.34","29,390.71","29,415.39","29,210.47","281.85M","0.00%"
"02/10/2020","29,276.82","28,995.66","29,278.07","28,995.66","257.46M","0.60%"
"02/07/2020","29,102.51","29,286.92","29,286.92","29,056.98","253.87M","-0.94%"
"02/06/2020","29,379.77","29,388.58","29,408.05","29,246.93","263.70M","0.30%"
"02/05/2020","29,290.85","29,048.73","29,308.89","29,000.85","357.54M","1.68%"
"02/04/2020","28,807.63","28,696.74","28,904.88","28,696.74","332.75M","1.44%"
"02/03/2020","28,399.81","28,319.65","28,630.39","28,319.65","315.50M","0.51%"
"01/31/2020","28,256.03","28,813.04","28,813.04","28,169.53","403.89M","-2.09%"
"01/30/2020","28,859.44","28,640.16","28,879.71","28,489.76","326.85M","0.43%"
"01/29/2020","28,734.45","28,820.53","28,944.24","28,728.19","305.93M","0.04%"
"01/28/2020","28,722.85","28,594.28","28,823.23","28,575.75","352.94M","0.66%"
"01/27/2020","28,535.80","28,542.49","28,671.79","28,440.47","337.27M","-1.57%"
"01/24/2020","28,989.73","29,230.39","29,288.79","28,843.31","380.01M","-0.58%"
"01/23/2020","29,160.09","29,111.02","29,190.47","28,966.98","307.06M","-0.09%"
"01/22/2020","29,186.27","29,263.63","29,320.20","29,172.26","283.44M","-0.03%"
